datetime,OPEN,HIGH,LOW,CLOSE,TOTAL_TRADES,TOTAL_TRADES_BUY,TOTAL_TRADES_SELL,VOLUME,VOLUME_BUY,VOLUME_SELL,return,log_return,hourly_volatility,EMA_8,EMA_13,EMA_21,EMA_signal,EMA_short,EMA_long,MACD,Signal_Line,MACD_Hist,SMA20,STD20,Upper_BB,Lower_BB,RSI_14,smoothed_sentiment,smoothed_sentiment_weibull,post_density
2024-02-23 14:00:00+00:00,51058.2,51333.47,50800.32,51126.0,157283,50025,107258,3375.71574,1751.78179,1623.93395,0.0013278964005782,0.0013270155258736,0.0029967508252997,51107.8993479367,51150.120951167315,51217.303763321666,-1,51141.019306890674,51250.72506463325,-109.70575774257304,-104.66892660027167,-5.0368311423013665,51253.9575,262.37335930381477,51778.70421860763,50729.21078139237,39.75143700481591,-0.8975694444444446,-0.6974803536637447,0.0
2024-02-23 15:00:00+00:00,51126.0,51126.0,50833.02,50911.11,125038,49698,75340,2300.14381,1146.64509,1153.49872,-0.0042031451707545,-0.0042120032152291,0.0032385876984201,51064.168381728545,51115.976529571984,51189.46796665606,-1,51105.64864429211,51225.56839317893,-119.91974888682309,-107.71909105758196,-12.20065782924111,51224.0135,265.76748031384284,51755.54846062769,50692.478539372314,38.090984875550745,-0.8975694444444445,-0.904577350710825,0.0
2024-02-23 16:00:00+00:00,50911.11,51121.01,50629.33,51053.07,109970,48009,61961,2839.21808,1572.4282,1266.78988,0.0027883894104843,0.0027845090643358,0.0032742309528828,51061.70207467776,51106.98988249028,51177.06815150551,-1,51097.55962209332,51212.79073442494,-115.23111233161762,-109.22149531238912,-6.009617019228514,51176.888,196.21487677919384,51569.31775355839,50784.45824644161,48.65184484389783,-0.8975694444444444,-1.0119247095797221,0.0
2024-02-23 17:00:00+00:00,51053.07,51172.91,50974.0,51139.14,63889,26556,37333,1041.56099,580.92865,460.63234,0.0016858927386735,0.0016844732167276,0.003319885542877,51078.91050252714,51111.58275642024,51173.62013773228,-1,51103.956603309736,51207.335124467536,-103.3785211577997,-108.05290048147124,4.6743793236715305,51150.997,160.43595020082935,51471.868900401656,50830.125099598336,51.1586051743532,-0.8975694444444445,-1.0113327316326122,1.0
2024-02-23 18:00:00+00:00,51139.14,51193.69,51000.0,51103.76,43132,19867,23265,935.76244,487.46666,448.29578,-0.0006918379933646,-0.0006920774237069,0.0032916190251073,51084.432613076664,51110.46521978878,51167.26921612025,-1,51103.9263566467,51199.662893025496,-95.7365363787976,-105.58962766093651,9.853091282138903,51133.3845,143.64587104458934,51420.676242089176,50846.092757910825,46.39134146265492,-0.8975694444444445,-0.9196451575719037,0.0
2024-02-23 19:00:00+00:00,51103.76,51195.18,51032.88,51099.09,43086,23332,19754,834.13729,357.87904,476.25825,-9.138270843489504e-05,-9.13868840889858e-05,0.0023918833411619,51087.68981017074,51108.840188390386,51161.07110556386,-1,51103.182301777975,51192.21304909768,-89.03074731970264,-102.27785159268974,13.247104272987102,51123.918,139.05629362164967,51402.030587243295,50845.8054127567,45.702825865899854,-0.8975694444444445,-0.7691732118484337,0.0
2024-02-23 20:00:00+00:00,51099.09,51162.04,50961.1,51079.21,44763,24228,20535,916.76695,466.05795,450.709,-0.0003890480241428,-0.0003891237229596,0.0023931491551351,51085.80540791058,51104.60730433462,51153.629186876235,-1,51099.4942553506,51183.84245286822,-84.34819751762552,-98.6919207776769,14.343723260051377,51105.086,115.19399456203926,51335.47398912408,50874.69801087592,42.83231691560278,-0.8975694444444445,-0.5958300516750191,0.0
2024-02-23 21:00:00+00:00,51079.21,51094.64,50986.12,50986.12,29753,13339,16414,415.23666,188.13626,227.1004,-0.0018224635815627,-0.0018241262887718,0.0024455652003849,51063.65309504156,51087.680546572534,51138.40107897839,-1,51082.05206221974,51169.196345248354,-87.14428302861779,-96.38239322786508,9.238110199247288,51088.8365,107.2502157659526,51303.3369315319,50874.336068468096,52.793304986224754,-0.8771527777777777,-0.42950172693050603,0.0
2024-02-23 22:00:00+00:00,50986.12,51025.31,50750.0,50788.01,32868,12151,20717,540.28101,222.28674,317.99427,-0.0038855672877246,-0.0038931357157504,0.0024530103805475,51002.39907392122,51044.87046849075,51106.54734452581,-1,51036.81482187824,51140.9603196744,-104.14549779616208,-97.93501414152448,-6.210483654637599,51073.4175,126.53981761007422,51326.497135220154,50820.33786477985,43.95879239614845,-0.7938194444444445,-0.2890704066145534,0.0
2024-02-23 23:00:00+00:00,50788.01,50916.66,50521.0,50744.15,53666,25041,28625,1303.45644,593.60375,709.85269,-0.0008635896543298,-0.0008639627626992,0.0024035753539208,50945.010390827614,51001.9104015635,51073.6021313871,-1,50991.7894646662,51111.56696266148,-119.777497995281,-102.3035109122758,-17.473987083005213,51055.625,146.10976038221665,51347.84452076443,50763.40547923557,40.55724467926041,-0.710486111111111,-0.18209613995928547,0.0
