,smoothed_sentiment,smoothed_sentiment_weibull,smoothed_sentiment_weibull_week
2024-01-03 22:00:00+00:00,3.3301736111111113,2.366281039191385,6.151841320826335
2024-01-03 23:00:00+00:00,3.121840277777778,2.227220622485337,6.313736413378454
2024-01-04 00:00:00+00:00,2.913506944444445,1.9785424275029393,6.4572263106209125
2024-01-04 01:00:00+00:00,2.7051736111111113,1.658587462222901,6.5820579930156065
2024-01-04 02:00:00+00:00,2.4968402777777774,1.3118811551378025,6.688074620391473
2024-01-04 03:00:00+00:00,2.2885069444444444,0.9790364375550242,6.77521591487757
2024-01-04 04:00:00+00:00,2.0801736111111113,0.6893859990363371,6.843517787301621
2024-01-04 05:00:00+00:00,1.8718402777777778,0.4580501797629078,6.8931112054809764
2024-01-04 06:00:00+00:00,2.6326273148148154,0.5708427625209156,6.975107946124339
2024-01-04 07:00:00+00:00,3.378645833333333,0.8290427910098164,7.063018394343103
2024-01-04 08:00:00+00:00,3.0959722222222226,1.3712633066648379,7.194595472428654
2024-01-04 09:00:00+00:00,2.845972222222222,1.756405651889013,7.307529559627363
2024-01-04 10:00:00+00:00,2.597233796296296,1.9220398601690603,7.399611267642275
2024-01-04 11:00:00+00:00,2.347233796296296,1.894000258819497,7.474968714995581
2024-01-04 12:00:00+00:00,2.1095717592592593,1.7029269993920064,7.531574083978734
2024-01-04 13:00:00+00:00,1.917314814814815,1.4129344423021946,7.5695686407970655
2024-01-04 14:00:00+00:00,1.7178587962962963,1.0895505518680881,7.589182379951867
2024-01-04 15:00:00+00:00,1.5478009259259258,0.7846137255207141,7.590731801532057
2024-01-04 16:00:00+00:00,1.381134259259259,0.5294618857322277,7.574616984207103
2024-01-04 17:00:00+00:00,1.2144675925925927,0.33565968298780213,7.541317985992279
2024-01-04 18:00:00+00:00,1.0891666666666668,0.20032058628614313,7.4913906132712675
2024-01-04 19:00:00+00:00,3.864027777777778,1.0292891527467098,7.590465717057975
2024-01-04 20:00:00+00:00,3.616261574074074,1.9769313404560505,7.71435925448357
2024-01-04 21:00:00+00:00,3.4079282407407407,2.653907841251944,7.821772857625677
2024-01-04 22:00:00+00:00,3.1995949074074073,2.9785799934963046,7.912464541392747
2024-01-04 23:00:00+00:00,2.9912615740740742,2.9552307183637954,7.9862649835038955
2024-01-05 00:00:00+00:00,2.7829282407407407,2.657333153332113,8.043079412963621
2024-01-05 01:00:00+00:00,2.5745949074074073,2.194612798441276,8.082888903401082
2024-01-05 02:00:00+00:00,2.3662615740740742,1.6779792627573804,8.10575105002342
2024-01-05 03:00:00+00:00,2.157928240740741,1.1938911224312116,8.111800016330433
2024-01-05 04:00:00+00:00,2.948159722222222,0.8066453990887965,8.10361216228547
2024-01-05 05:00:00+00:00,2.6981597222222224,0.8836488603409233,8.145370691484056
2024-01-05 06:00:00+00:00,2.479039351851852,0.9926011624473208,8.170799598383676
2024-01-05 07:00:00+00:00,3.254097222222222,1.2615516790112644,8.21391379607362
2024-01-05 08:00:00+00:00,3.045763888888889,1.6245448204608992,8.275485739482434
2024-01-05 09:00:00+00:00,2.8374305555555552,1.8224396136646188,8.320639352579425
2024-01-05 10:00:00+00:00,2.6278356481481477,1.8381079962435332,8.349316339380561
2024-01-05 11:00:00+00:00,2.4195023148148147,1.6957843455479613,8.361535976332593
2024-01-05 12:00:00+00:00,2.2111689814814817,1.4459244815282244,8.357395588874265
2024-01-05 13:00:00+00:00,2.0028356481481477,1.1469988340750634,8.337070329248649
2024-01-05 14:00:00+00:00,1.7945023148148147,0.8502178412512047,8.300812255205997
2024-01-05 15:00:00+00:00,0.5885069444444446,0.5688812214870571,8.24509407957384
2024-01-05 16:00:00+00:00,0.4218402777777778,-0.012451522847992114,8.109398921090296
2024-01-05 17:00:00+00:00,0.25517361111111103,-0.4739013104261157,7.9593460897319614
2024-01-05 18:00:00+00:00,0.08850694444444462,-0.7794835435090148,7.7958262222586665
2024-01-05 19:00:00+00:00,2.0027430555555554,-0.74460481438054,7.651498454046166
2024-01-05 20:00:00+00:00,1.8777430555555557,-0.011429762425389178,7.601101038468467
2024-01-05 21:00:00+00:00,1.7527430555555557,0.6773057795403017,7.539336171651955
2024-01-05 22:00:00+00:00,3.56025462962963,1.81592920351919,7.577771765175546
2024-01-05 23:00:00+00:00,3.3519212962962963,2.7700749614718783,7.63114689813833
2024-01-06 00:00:00+00:00,3.143587962962963,3.294394259249572,7.673064541695728
2024-01-06 01:00:00+00:00,2.93525462962963,3.389853419795272,7.703293957459318
2024-01-06 02:00:00+00:00,2.7269212962962963,3.1369754097314995,7.721650979958445
2024-01-06 03:00:00+00:00,2.518587962962963,2.6599355599249,7.728000739928895
2024-01-06 04:00:00+00:00,2.3116898148148146,2.0881964248751634,7.722259989261272
2024-01-06 05:00:00+00:00,2.145023148148148,1.5274138182723846,7.704398991690504
2024-01-06 06:00:00+00:00,1.9783564814814814,1.045203684182839,7.6744429485308565
2024-01-06 07:00:00+00:00,1.8322800925925926,0.6709642897903342,7.632472934556816
2024-01-06 08:00:00+00:00,1.7072800925925926,0.40483946477979815,7.578626325405967
2024-01-06 09:00:00+00:00,1.5822800925925926,0.22990159469053223,7.513096704530894
2024-01-06 10:00:00+00:00,1.4572800925925926,0.12299986369619245,7.436133244640381
2024-01-06 11:00:00+00:00,1.3322800925925926,0.06204192574302349,7.348039565626202
2024-01-06 12:00:00+00:00,2.1843981481481483,0.24114997491506687,7.286888151520959
2024-01-06 13:00:00+00:00,2.0177314814814813,0.5764478991750993,7.246139020868024
2024-01-06 14:00:00+00:00,1.851064814814815,0.8326383655865051,7.194926215353423
2024-01-06 15:00:00+00:00,1.6820601851851853,0.9742692567915228,7.133398790731272
2024-01-06 16:00:00+00:00,1.4737268518518518,0.9957622108169496,7.06175504071516
2024-01-06 17:00:00+00:00,1.2653935185185188,0.9170664869932622,6.980241563159526
2024-01-06 18:00:00+00:00,1.0570601851851853,0.7732532768252534,6.8891518715738185
2024-01-06 19:00:00+00:00,0.8679629629629629,0.6024516599477724,6.788824568324651
2024-01-06 20:00:00+00:00,0.7429629629629629,0.4362417310664133,6.679641101588237
2024-01-06 21:00:00+00:00,0.617962962962963,0.29473365734934287,6.562023133434527
2024-01-06 22:00:00+00:00,0.5604513888888889,0.186302666317651,6.436429551270745
2024-01-06 23:00:00+00:00,0.5187847222222222,0.11039823129635269,6.303353159170412
2024-01-07 00:00:00+00:00,0.47711805555555553,0.06142002742891911,6.163317089301744
2024-01-07 01:00:00+00:00,0.4354513888888889,0.03211915621191784,6.016870976695692
2024-01-07 02:00:00+00:00,0.39378472222222227,0.015802242349052777,5.864586942922086
2024-01-07 03:00:00+00:00,0.35211805555555553,0.007319633696245131,5.707055435849103
2024-01-07 04:00:00+00:00,0.3104513888888888,0.003193982535214454,5.544880973537266
2024-01-07 05:00:00+00:00,0.26878472222222216,0.0013135893576849088,5.378677840468978
2024-01-07 06:00:00+00:00,0.22711805555555553,0.0005093857295438216,5.209065783755618
2024-01-07 07:00:00+00:00,0.1854513888888888,0.00018631267361869847,5.0366657557267835
2024-01-07 08:00:00+00:00,0.14378472222222216,6.429432944142567e-05,4.862095747431411
2024-01-07 09:00:00+00:00,1.064652777777778,0.3416837013116135,4.747693219215348
2024-01-07 10:00:00+00:00,0.9813194444444443,0.6676769172370642,4.638937595743912
2024-01-07 11:00:00+00:00,0.897986111111111,0.8920462333593621,4.529133270987012
2024-01-07 12:00:00+00:00,0.8375347222222222,0.9932807038909327,4.418499416532407
2024-01-07 13:00:00+00:00,0.7958680555555555,0.9774205857135491,4.3072429669916055
2024-01-07 14:00:00+00:00,0.7542013888888889,0.8719300646358261,4.195558647357289
2024-01-07 15:00:00+00:00,0.7125347222222222,0.7146475377916116,4.083629168766007
2024-01-07 16:00:00+00:00,0.6708680555555555,0.542442062272838,3.9716255748020743
2024-01-07 17:00:00+00:00,0.629201388888889,0.3832399446192048,3.859707718555588
2024-01-07 18:00:00+00:00,0.5875347222222222,0.25289598882882774,3.7480248492331345
2024-01-07 19:00:00+00:00,0.5458680555555555,0.15625394970139292,3.636716286224307
2024-01-07 20:00:00+00:00,0.504201388888889,0.09055682599836987,3.525912158147073
2024-01-07 21:00:00+00:00,1.4408217592592591,0.2502811084865864,3.4515243707174412
2024-01-07 22:00:00+00:00,2.3172916666666667,0.9448800599364113,3.476801886826865
2024-01-07 23:00:00+00:00,2.1922916666666667,1.519184165285065,3.5044639492027807
2024-01-08 00:00:00+00:00,2.0672916666666667,1.8777043130449533,3.5314831938130125
2024-01-08 01:00:00+00:00,1.9422916666666667,1.9937667539943453,3.557264204750608
2024-01-08 02:00:00+00:00,1.8172916666666667,1.8938473088163184,3.5812266568975617
2024-01-08 03:00:00+00:00,1.6922916666666667,1.6408584114740712,3.602811621135133
2024-01-08 04:00:00+00:00,1.5672916666666667,1.3108525639974773,3.6214874892930156
2024-01-08 05:00:00+00:00,1.4422916666666667,0.9720367078305182,3.6367554482487603
2024-01-08 06:00:00+00:00,1.3172916666666667,0.671985429830837,3.648154440780794
2024-01-08 07:00:00+00:00,1.1922916666666667,0.43441386520387326,3.655265559506225
2024-01-08 08:00:00+00:00,1.0672916666666667,0.26318723502559727,3.657715831743326
2024-01-08 09:00:00+00:00,0.9797569444444444,0.1496756566927007,3.655181357283043
2024-01-08 10:00:00+00:00,0.8964236111111111,0.08000255089060226,3.6473897815798826
2024-01-08 11:00:00+00:00,0.8130902777777778,0.04022958894633327,3.63412208659723
2024-01-08 12:00:00+00:00,1.7261458333333333,0.052718679755721844,3.621167375339271
2024-01-08 13:00:00+00:00,2.572395833333333,0.6817713740806597,3.7125100243805544
2024-01-08 14:00:00+00:00,3.370486111111111,1.650972778138164,3.8767769468878734
2024-01-08 15:00:00+00:00,3.162152777777778,2.429536186318212,4.044182461856727
2024-01-08 16:00:00+00:00,2.953819444444444,2.864653358993739,4.203135383869102
2024-01-08 17:00:00+00:00,3.729363425925926,3.0936300029702726,4.379286994214494
2024-01-08 18:00:00+00:00,3.4793634259259263,3.236627403806999,4.587174518436891
2024-01-08 19:00:00+00:00,5.199293981481482,3.3819294436618432,4.833143739390401
2024-01-08 20:00:00+00:00,4.865960648148148,3.7711547109583146,5.154123990944411
2024-01-08 21:00:00+00:00,4.554340277777778,3.8880329757508916,5.460702454614022
2024-01-08 22:00:00+00:00,4.30287037037037,3.7390800302352667,5.751357646897951
2024-01-08 23:00:00+00:00,4.05287037037037,3.3677573306079043,6.024693261465643
2024-01-09 00:00:00+00:00,3.8028703703703703,2.846631406057615,6.279447483967511
2024-01-09 01:00:00+00:00,3.552870370370371,2.2606081780208047,6.514500945650219
2024-01-09 02:00:00+00:00,3.3028703703703703,1.6879040301370618,6.728883245095101
2024-01-09 03:00:00+00:00,3.0528703703703703,1.1856391036705567,6.9217779854635815
2024-01-09 04:00:00+00:00,2.802870370370371,0.7838992920298138,7.092526293335624
2024-01-09 05:00:00+00:00,2.5528703703703703,0.4880587714267185,7.240628804269411
2024-01-09 06:00:00+00:00,2.3028703703703703,0.28626851830023786,7.365746119290494
2024-01-09 07:00:00+00:00,3.0298148148148147,0.37145526578788746,7.505699838676908
2024-01-09 08:00:00+00:00,2.738148148148148,0.6469781314481408,7.6529452692984234
2024-01-09 09:00:00+00:00,3.415763888888889,1.1506166195699437,7.827196761305549
2024-01-09 10:00:00+00:00,4.052847222222222,1.8840427757569307,8.044299030768551
2024-01-09 11:00:00+00:00,3.6778472222222227,2.4795189879512503,8.256833025601997
2024-01-09 12:00:00+00:00,3.3064583333333335,2.763749919833972,8.4443904467585
2024-01-09 13:00:00+00:00,3.001875,2.7444213898935783,8.60663519801407
2024-01-09 14:00:00+00:00,2.7454513888888887,2.4840966629357437,8.743381786203583
2024-01-09 15:00:00+00:00,3.463414351851852,2.3687588544714453,8.907386162594914
2024-01-09 16:00:00+00:00,3.1717476851851854,2.241060736578813,9.061564408466534
2024-01-09 17:00:00+00:00,4.831863425925926,2.6275658036225913,9.295957224757728
2024-01-09 18:00:00+00:00,4.498530092592592,3.0421778182143173,9.535336756179417
2024-01-09 19:00:00+00:00,4.195266203703704,3.2309679435385608,9.747852160085266
2024-01-09 20:00:00+00:00,4.915428240740741,3.441125674933109,9.982281275631886
2024-01-09 21:00:00+00:00,4.6237615740740745,3.4922598134826113,10.208446142216555
2024-01-09 22:00:00+00:00,4.3320949074074075,3.2934192511943117,10.406384366102735
2024-01-09 23:00:00+00:00,4.040428240740741,2.904520781223854,10.575782287150062
2024-01-10 00:00:00+00:00,3.748761574074074,2.405845282887952,10.71647466180731
2024-01-10 01:00:00+00:00,3.4570949074074075,1.87722159960969,10.82844410523982
2024-01-10 02:00:00+00:00,3.1654282407407406,1.3825783209059703,10.91181942214727
2024-01-10 03:00:00+00:00,2.8737615740740745,0.9624101851036071,10.966872839149026
2024-01-10 04:00:00+00:00,2.582094907407407,0.63369144907721,10.994016163861572
2024-01-10 05:00:00+00:00,2.2904282407407406,0.3948540455557903,10.993795907861317
2024-01-10 06:00:00+00:00,1.9987615740740743,0.23287390123843504,10.966887422423014
2024-01-10 07:00:00+00:00,2.7031828703703704,0.3786050665754166,10.958533985991847
2024-01-10 08:00:00+00:00,2.411516203703704,0.6623347827872614,10.94920231148994
2024-01-10 09:00:00+00:00,2.15056712962963,0.8811038350328312,10.915322746334422
2024-01-10 10:00:00+00:00,1.9301504629629629,0.9957330729541664,10.857659634094945
2024-01-10 11:00:00+00:00,1.7218171296296296,0.9984855231595973,10.777072562683433
2024-01-10 12:00:00+00:00,1.5134837962962964,0.9080176072355395,10.674509079565214
2024-01-10 13:00:00+00:00,1.3051504629629629,0.7582534341403088,10.550996890252936
2024-01-10 14:00:00+00:00,2.0694328703703704,0.8383221673656704,10.452767699122758
2024-01-10 15:00:00+00:00,1.8514699074074072,1.017917275291809,10.359162819441373
2024-01-10 16:00:00+00:00,1.643136574074074,1.1313542354477026,10.247498961965125
2024-01-10 17:00:00+00:00,3.4631944444444445,1.4910738875885503,10.177948116003863
2024-01-10 18:00:00+00:00,4.236111111111111,2.3196503349736624,10.200907540125671
2024-01-10 19:00:00+00:00,3.986111111111111,3.0958424335261876,10.245263910523777
2024-01-10 20:00:00+00:00,4.739652777777778,3.756035977631761,10.316551331627988
2024-01-10 21:00:00+00:00,5.483287037037037,4.205241258730034,10.407049322273041
2024-01-10 22:00:00+00:00,8.126747685185185,5.153411442072567,10.645635240278175
2024-01-10 23:00:00+00:00,7.710081018518519,6.155932707792501,10.965179369781142
2024-01-11 00:00:00+00:00,7.293414351851852,6.57555292608728,11.264991764483163
2024-01-11 01:00:00+00:00,6.876747685185185,6.427560246022957,11.543554408496563
2024-01-11 02:00:00+00:00,6.46008101851852,5.816847098461045,11.799449884059072
2024-01-11 03:00:00+00:00,6.043414351851852,4.9055305849273445,12.031376327062905
2024-01-11 04:00:00+00:00,5.626747685185185,3.870345204145112,12.238161160872385
2024-01-11 05:00:00+00:00,5.210081018518519,2.8640056253603094,12.418773426268157
2024-01-11 06:00:00+00:00,4.793414351851852,1.9911178042084903,12.572334547154094
2024-01-11 07:00:00+00:00,4.403715277777778,1.3020870743590633,12.698127397395078
2024-01-11 08:00:00+00:00,4.028715277777778,0.8016523244896496,12.795603557597856
2024-01-11 09:00:00+00:00,4.618159722222222,0.7899436089728933,12.922972839120288
2024-01-11 10:00:00+00:00,4.201493055555556,0.9088875615865006,13.03122478835834
2024-01-11 11:00:00+00:00,3.784826388888889,1.015454933789912,13.109911606167955
2024-01-11 12:00:00+00:00,3.368159722222223,1.0550805820916853,13.158844978926599
2024-01-11 13:00:00+00:00,2.9514930555555554,1.0096249607267336,13.178021311912142
2024-01-11 14:00:00+00:00,5.462395833333334,1.8038589457580576,13.332086979660765
2024-01-11 15:00:00+00:00,4.962395833333333,2.6410438968476684,13.49759919114532
2024-01-11 16:00:00+00:00,6.421412037037038,3.546839373001162,13.700032190111422
2024-01-11 17:00:00+00:00,6.862187499999999,4.536932191324044,13.960458604903279
2024-01-11 18:00:00+00:00,6.339270833333334,5.2905815406428145,14.237766096524531
2024-01-11 19:00:00+00:00,5.839270833333333,5.493796190055239,14.481766240117489
2024-01-11 20:00:00+00:00,6.36349537037037,5.226612721681653,14.695039832730487
2024-01-11 21:00:00+00:00,5.869861111111111,4.9594358595461285,14.938752398167022
2024-01-11 22:00:00+00:00,5.476400462962963,4.435149274869513,15.14689296083561
2024-01-11 23:00:00+00:00,5.14306712962963,3.76322647381613,15.318890627801862
2024-01-12 00:00:00+00:00,4.809733796296296,3.0415119123850918,15.454386460464129
2024-01-12 01:00:00+00:00,4.476400462962963,2.346166823398841,15.553233286836429
2024-01-12 02:00:00+00:00,4.14306712962963,1.728364498947989,15.615493674444373
2024-01-12 03:00:00+00:00,3.809733796296296,1.2155580160100585,15.64143611714258
2024-01-12 04:00:00+00:00,3.476400462962963,0.8154172555196118,15.631529507491683
2024-01-12 05:00:00+00:00,4.117581018518519,0.7563318250844284,15.628441834656906
2024-01-12 06:00:00+00:00,3.7425810185185187,0.8995189259020883,15.617469123119527
2024-01-12 07:00:00+00:00,3.3675810185185187,1.0227512528321436,15.572603363265547
2024-01-12 08:00:00+00:00,3.9736342592592595,1.2529473371904394,15.52591073377831
2024-01-12 09:00:00+00:00,3.592523148148148,1.577861591704779,15.484438059614689
2024-01-12 10:00:00+00:00,3.217523148148148,1.7418803668689444,15.411520938130327
2024-01-12 11:00:00+00:00,3.8330787037037037,1.8265271620309707,15.323655862425781
2024-01-12 12:00:00+00:00,3.4164120370370368,2.051629343348168,15.259347020840012
2024-01-12 13:00:00+00:00,2.9997453703703707,2.110248347291705,15.166319784536176
2024-01-12 14:00:00+00:00,2.6828935185185183,2.015266885065891,15.045512494434314
2024-01-12 15:00:00+00:00,2.394178240740741,1.7723767560965775,14.893105384799192
2024-01-12 16:00:00+00:00,2.1434953703703705,1.4849245972776912,14.71999169607239
2024-01-12 17:00:00+00:00,1.947002314814815,1.1731394484587012,14.522544281009827
2024-01-12 18:00:00+00:00,1.7803356481481485,0.8759866638774862,14.302074790958947
2024-01-12 19:00:00+00:00,1.6136689814814815,0.6195495639834585,14.059964409829151
2024-01-12 20:00:00+00:00,1.4490740740740742,0.4159655542380827,13.797653862739775
2024-01-12 21:00:00+00:00,1.324074074074074,0.26578109782055903,13.51663329945916
2024-01-12 22:00:00+00:00,1.199074074074074,0.16206493386756424,13.218432144070658
2024-01-12 23:00:00+00:00,1.0740740740740737,0.09459425855788833,12.904608983740872
2024-01-13 00:00:00+00:00,0.9490740740740741,0.05301249332547648,12.576741570452171
2024-01-13 01:00:00+00:00,0.8240740740740742,0.02860455321543223,12.236417018723564
2024-01-13 02:00:00+00:00,0.6990740740740738,0.014892125253428767,11.885222262485696
2024-01-13 03:00:00+00:00,0.574074074074074,0.00748911517475786,11.524734840885987
2024-01-13 04:00:00+00:00,0.44907407407407407,0.003637694282850051,11.156514074452339
2024-01-13 05:00:00+00:00,0.3495601851851853,0.0017045345941448795,10.7820926884711
2024-01-13 06:00:00+00:00,0.2662268518518518,0.0007688234057917145,10.402968934856595
2024-01-13 07:00:00+00:00,1.1713194444444444,0.10804824997323541,10.039680401853389
2024-01-13 08:00:00+00:00,1.0652662037037037,0.4746745042818769,9.724046363945522
2024-01-13 09:00:00+00:00,0.9819328703703704,0.7664138188386697,9.407471702812005
2024-01-13 10:00:00+00:00,1.8784027777777776,1.1322662217685686,9.12418893150321
2024-01-13 11:00:00+00:00,1.7628472222222222,1.5426427971192933,8.87700494155695
2024-01-13 12:00:00+00:00,1.6795138888888888,1.759491092004655,8.630997285143923
2024-01-13 13:00:00+00:00,1.5961805555555555,1.7828200733219606,8.386577937625939
2024-01-13 14:00:00+00:00,2.481608796296296,1.9330864155448992,8.195584794047358
2024-01-13 15:00:00+00:00,2.3536574074074075,2.0282230507349444,8.023774454488684
2024-01-13 16:00:00+00:00,1.2493750000000001,1.787871457203874,7.819714329625389
2024-01-13 17:00:00+00:00,1.1660416666666666,1.265255665635928,7.583074408856827
2024-01-13 18:00:00+00:00,1.0827083333333334,0.7446385359296713,7.348586596968198
2024-01-13 19:00:00+00:00,0.9993750000000001,0.29971290169688514,7.116424336999127
2024-01-13 20:00:00+00:00,0.9160416666666665,-0.025749219585822325,6.886738086476111
2024-01-13 21:00:00+00:00,0.8327083333333334,-0.22119902652581003,6.659659065055305
2024-01-13 22:00:00+00:00,0.7493750000000001,-0.3031687757621033,6.435302822963457
2024-01-13 23:00:00+00:00,0.6660416666666664,-0.3035833755116587,6.213772580660706
2024-01-14 00:00:00+00:00,0.5827083333333332,-0.2575221821528137,5.9951622975608645
2024-01-14 01:00:00+00:00,0.4993750000000001,-0.19428347855156092,5.779559435408069
2024-01-14 02:00:00+00:00,0.41604166666666653,-0.1332807264907247,5.567047389859723
2024-01-14 03:00:00+00:00,0.3327083333333334,-0.08414172481115242,5.35770757180398
2024-01-14 04:00:00+00:00,0.2493749999999999,-0.04923824691236384,5.151621127792269
2024-01-14 05:00:00+00:00,0.16604166666666664,-0.026833572245411226,4.94887029654865
2024-01-14 06:00:00+00:00,0.08270833333333338,-0.013662825853373351,4.749539405696664
2024-01-14 07:00:00+00:00,0.010949074074074083,-0.006514716104243007,4.553715519502928
2024-01-14 08:00:00+00:00,-0.030717592592592435,-0.0029140182237117306,4.361488754474289
2024-01-14 09:00:00+00:00,-0.07238425925925907,-0.0012243451469678864,4.1729522847743326
2024-01-14 10:00:00+00:00,-0.09385416666666657,-0.0004837033926831831,3.9882020654707517
2024-01-14 11:00:00+00:00,-0.09385416666666657,-0.00017983597748209168,3.807336300767822
2024-01-14 12:00:00+00:00,-0.09385416666666657,-6.296327860181737e-05,3.6304546952722756
2024-01-14 13:00:00+00:00,-0.09385416666666657,-2.0770701612478916e-05,3.4576575200969994
2024-01-14 14:00:00+00:00,-0.06261574074074072,-6.459039591678714e-06,3.289044532041774
2024-01-14 15:00:00+00:00,-0.02094907407407398,-1.894113638135597e-06,3.124713782701124
2024-01-14 16:00:00+00:00,0.0,-5.239725390298879e-07,2.964760354283131
2024-01-14 17:00:00+00:00,0.0,-1.367722670531185e-07,2.8092750578777785
2024-01-14 18:00:00+00:00,0.0,-3.369615752785759e-08,2.6583431282290313
