UNIT,TIMESTAMP,TYPE,MARKET,INSTRUMENT,MAPPED_INSTRUMENT,BASE,QUOTE,BASE_ID,QUOTE_ID,TRANSFORM_FUNCTION,OPEN,HIGH,LOW,CLOSE,FIRST_TRADE_TIMESTAMP,LAST_TRADE_TIMESTAMP,FIRST_TRADE_PRICE,HIGH_TRADE_PRICE,HIGH_TRADE_TIMESTAMP,LOW_TRADE_PRICE,LOW_TRADE_TIMESTAMP,LAST_TRADE_PRICE,TOTAL_TRADES,TOTAL_TRADES_BUY,TOTAL_TRADES_SELL,TOTAL_TRADES_UNKNOWN,VOLUME,QUOTE_VOLUME,VOLUME_BUY,QUOTE_VOLUME_BUY,VOLUME_SELL,QUOTE_VOLUME_SELL,VOLUME_UNKNOWN,QUOTE_VOLUME_UNKNOWN,datetime
HOUR,1707951600,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51792.43,51888.0,51733.95,51795.17,1707951600,1707955199,51792.32,51888.0,1707954092,51733.95,1707952852,51795.17,58242,27747,30495,0,1377.69983,71360133.990889,662.29442,34304324.4681272,715.40541,37055809.5227618,0,0,2024-02-14 23:00:00+00:00
HOUR,1707955200,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51795.17,52500.0,51763.47,52321.2,1707955200,1707958799,51795.16,52500.0,1707957462,51763.47,1707955285,52321.2,103039,55574,47465,0,3790.36754,197896250.037921,2180.74276,113825443.535262,1609.62478,84070806.5027008,0,0,2024-02-15 00:00:00+00:00
HOUR,1707958800,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52321.2,52351.1,51717.58,51901.45,1707958800,1707962399,52314.52,52351.1,1707958812,51717.58,1707960903,51901.45,78896,34910,43986,0,2652.5704,137905844.761808,1217.27159,63270780.9862708,1435.29881,74635063.7754056,0,0,2024-02-15 01:00:00+00:00
HOUR,1707962400,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51901.45,52220.12,51866.23,52048.46,1707962400,1707965999,51901.45,52220.12,1707964711,51866.23,1707962414,52048.46,54076,27129,26947,0,1670.84571,87036213.767422,868.24157,45220684.7066694,802.60414,41815529.0607526,0,0,2024-02-15 02:00:00+00:00
HOUR,1707966000,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52048.46,52390.0,52033.14,52343.32,1707966000,1707969599,52053.99,52390.0,1707968619,52033.14,1707966015,52343.32,53069,26780,26289,0,1371.41333,71641829.2589275,710.61103,37121279.869925,660.8023,34520549.3890025,0,0,2024-02-15 03:00:00+00:00
HOUR,1707969600,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52343.32,52364.55,52114.71,52140.0,1707969600,1707973199,52343.32,52364.55,1707972297,52114.71,1707973095,52140.0,52522,24366,28156,0,1462.67778,76409533.7308217,623.0673,32554239.7203423,839.61048,43855294.0104794,0,0,2024-02-15 04:00:00+00:00
HOUR,1707973200,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52140.0,52235.29,51814.14,51955.66,1707973200,1707976799,52140.0,52235.29,1707973742,51814.14,1707976546,51955.66,54056,25893,28163,0,1371.71894,71393664.1945841,557.47732,29024730.1487054,814.24162,42368934.0458787,0,0,2024-02-15 05:00:00+00:00
HOUR,1707976800,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51955.66,52091.58,51840.27,51974.5,1707976800,1707980399,51955.66,52091.58,1707979985,51840.27,1707977297,51974.5,49965,23940,26025,0,1309.61682,68049046.704834,647.64742,33655152.8308394,661.9694,34393893.8739946,0,0,2024-02-15 06:00:00+00:00
HOUR,1707980400,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51974.5,52100.0,51634.01,51776.61,1707980400,1707983999,51970.02,52100.0,1707981612,51634.01,1707983038,51776.61,62762,26119,36643,0,2014.64205,104515128.73652,922.96506,47896035.525765,1091.67699,56619093.2107597,0,0,2024-02-15 07:00:00+00:00
HOUR,1707984000,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51776.61,51981.1,51650.0,51934.01,1707984000,1707987599,51776.6,51981.1,1707985680,51650.0,1707984317,51934.01,67356,25529,41827,0,1324.11775,68630878.1166744,713.62427,36990101.0321319,610.49348,31640777.0845425,0,0,2024-02-15 08:00:00+00:00
HOUR,1707987600,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51934.01,52261.36,51870.0,52165.99,1707987600,1707991199,51934.01,52261.36,1707988726,51870.0,1707988257,52165.99,75073,31466,43607,0,1836.15509,95696426.185186,948.21513,49416162.2745422,887.93996,46280263.9106438,0,0,2024-02-15 09:00:00+00:00
HOUR,1707991200,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52165.99,52344.16,52096.0,52286.7,1707991200,1707994799,52165.99,52344.16,1707994178,52096.0,1707991284,52286.7,73824,32789,41035,0,1699.22638,88765503.8295507,871.68156,45532919.4974734,827.54482,43232584.3320773,0,0,2024-02-15 10:00:00+00:00
HOUR,1707994800,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52286.7,52498.12,52161.1,52330.0,1707994800,1707998399,52281.1,52498.12,1707996905,52161.1,1707997110,52330.0,79075,38144,40931,0,1921.71223,100489074.720473,881.57759,46109162.7607279,1040.13464,54379911.9597453,0,0,2024-02-15 11:00:00+00:00
HOUR,1707998400,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52330.0,52494.0,52080.0,52331.94,1707998400,1708001999,52330.0,52494.0,1707998693,52080.0,1707999555,52331.94,96073,41107,54966,0,2139.43803,111930915.545238,1028.09815,53794686.5967177,1111.33988,58136228.9484291,0,0,2024-02-15 12:00:00+00:00
HOUR,1708002000,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52331.94,52353.55,52085.24,52217.73,1708002000,1708005599,52328.01,52353.55,1708002148,52085.24,1708004300,52217.73,76772,31826,44946,0,1833.56019,95731437.4824438,810.53803,42316360.5974981,1023.02216,53415076.8849457,0,0,2024-02-15 13:00:00+00:00
HOUR,1708005600,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52217.73,52816.62,52078.0,52621.31,1708005600,1708009199,52217.07,52816.62,1708008738,52078.0,1708005760,52621.31,144877,62996,81881,0,4519.44224,237519370.334339,2524.8047,132700706.749915,1994.63754,104818663.584509,0,0,2024-02-15 14:00:00+00:00
HOUR,1708009200,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52621.31,52660.0,51721.31,51948.23,1708009200,1708012799,52629.62,52660.0,1708009340,51721.31,1708011260,51948.23,153553,61133,92420,0,5423.15108,282597799.024742,2604.81267,135724562.071569,2818.33841,146873236.953107,0,0,2024-02-15 15:00:00+00:00
HOUR,1708012800,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51948.23,52380.0,51742.0,52265.32,1708012800,1708016399,51948.24,52380.0,1708014688,51742.0,1708013468,52265.32,92715,43073,49642,0,3408.06139,177573766.992342,1799.01723,93755399.8275947,1609.04416,83818367.1647848,0,0,2024-02-15 16:00:00+00:00
HOUR,1708016400,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52265.32,52317.3,51850.5,51875.59,1708016400,1708019999,52260.05,52317.3,1708016510,51850.5,1708019977,51875.59,72235,30022,42213,0,2173.95966,113340263.094984,983.47187,51282737.156262,1190.48779,62057525.938768,0,0,2024-02-15 17:00:00+00:00
HOUR,1708020000,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51875.59,52060.0,51831.34,51977.99,1708020000,1708023599,51876.2,52060.0,1708023043,51831.34,1708020182,51977.99,62480,30236,32244,0,1611.13065,83709835.1442308,859.00669,44630231.0828883,752.12396,39079604.0613425,0,0,2024-02-15 18:00:00+00:00
HOUR,1708023600,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51977.99,52056.0,51725.0,52002.01,1708023600,1708027199,51977.98,52056.0,1708026596,51725.0,1708025561,52002.01,59991,28931,31060,0,2065.22624,107184143.81503,999.91648,51902649.4103807,1065.30976,55281494.4046765,0,0,2024-02-15 19:00:00+00:00
HOUR,1708027200,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52002.01,52011.1,51569.81,51686.0,1708027200,1708030799,52002.0,52011.1,1708027207,51569.81,1708028361,51686.0,70654,28485,42169,0,2961.36308,153356081.415504,1369.61914,70926306.3780659,1591.74394,82429775.0373478,0,0,2024-02-15 20:00:00+00:00
HOUR,1708030800,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51686.0,51807.65,51314.0,51327.27,1708030800,1708034399,51686.01,51807.65,1708031524,51314.0,1708034263,51327.27,64859,27184,37675,0,2310.78155,119191276.729542,959.05155,49472822.8364791,1351.73,69718453.8930559,0,0,2024-02-15 21:00:00+00:00
HOUR,1708034400,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51327.27,51823.52,51317.0,51644.4,1708034400,1708037999,51317.37,51823.52,1708036386,51317.0,1708034403,51644.4,46976,23696,23280,0,1489.34918,76839757.4012191,838.36787,43251613.2293844,650.98131,33588144.1718347,0,0,2024-02-15 22:00:00+00:00
HOUR,1708038000,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51644.4,51973.48,51622.3,51880.0,1708038000,1708041599,51645.09,51973.48,1708040853,51622.3,1708038060,51880.0,41671,23544,18127,0,1455.50324,75421696.9678706,802.75958,41596570.8903448,652.74366,33825126.0775258,0,0,2024-02-15 23:00:00+00:00
HOUR,1708041600,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51880.0,52005.5,51803.6,51914.08,1708041600,1708045199,51880.01,52005.5,1708042599,51803.6,1708043642,51914.08,43641,20161,23480,0,1048.15528,54409981.4819754,498.9345,25899896.6059833,549.22078,28510084.8759921,0,0,2024-02-16 00:00:00+00:00
HOUR,1708045200,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51914.08,52155.5,51876.86,51952.63,1708045200,1708048799,51904.0,52155.5,1708046705,51876.86,1708045431,51952.63,57287,26862,30425,0,1453.51703,75558153.7577885,659.13775,34266323.2832267,794.37928,41291830.4745618,0,0,2024-02-16 01:00:00+00:00
HOUR,1708048800,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51952.63,52200.0,51848.06,52168.15,1708048800,1708052399,51942.02,52200.0,1708052144,51848.06,1708048992,52168.15,40589,20707,19882,0,1105.26394,57554082.2178572,569.51959,29656234.0201339,535.74435,27897848.1977233,0,0,2024-02-16 02:00:00+00:00
HOUR,1708052400,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52168.15,52328.0,52100.0,52280.25,1708052400,1708055999,52168.14,52328.0,1708055115,52100.0,1708052945,52280.25,61216,24270,36946,0,1318.31237,68844143.2988776,694.32449,36258115.331137,623.98788,32586027.9677406,0,0,2024-02-16 03:00:00+00:00
HOUR,1708056000,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52280.25,52343.28,52121.1,52121.99,1708056000,1708059599,52280.26,52343.28,1708056604,52121.1,1708059542,52121.99,41428,19248,22180,0,1100.67086,57499907.9459532,519.00015,27116591.4118563,581.67071,30383316.5340969,0,0,2024-02-16 04:00:00+00:00
HOUR,1708059600,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52121.99,52198.99,52009.63,52064.38,1708059600,1708063199,52121.99,52198.99,1708062012,52009.63,1708062385,52064.38,47219,20859,26360,0,1025.10353,53414143.5767605,444.05864,23136361.6766798,581.04489,30277781.9000807,0,0,2024-02-16 05:00:00+00:00
HOUR,1708063200,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52064.38,52164.0,51845.0,51897.95,1708063200,1708066799,52064.38,52164.0,1708065003,51845.0,1708066716,51897.95,53681,23051,30630,0,1287.80636,66989166.0987445,500.06043,26018419.1088549,787.74593,40970746.9898896,0,0,2024-02-16 06:00:00+00:00
HOUR,1708066800,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51897.95,51959.0,51700.0,51731.99,1708066800,1708070399,51897.95,51959.0,1708067898,51700.0,1708070020,51731.99,90035,49522,40513,0,2497.34557,129459150.687534,923.52725,47873037.5702027,1573.81832,81586113.117382,0,0,2024-02-16 07:00:00+00:00
HOUR,1708070400,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51731.99,52000.0,51688.44,51829.3,1708070400,1708073999,51733.21,52000.0,1708073209,51688.44,1708070441,51829.3,63727,34080,29647,0,1732.23718,89787236.3039691,779.42129,40403268.0555531,952.81589,49383968.248416,0,0,2024-02-16 08:00:00+00:00
HOUR,1708074000,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51829.3,51977.4,51566.0,51827.99,1708074000,1708077599,51829.29,51977.4,1708075940,51566.0,1708074730,51827.99,77796,35246,42550,0,2225.73346,115293692.321978,1007.49497,52180509.5240079,1218.23849,63113182.7979861,0,0,2024-02-16 09:00:00+00:00
HOUR,1708077600,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51827.99,52300.01,51791.1,52300.0,1708077600,1708081199,51823.36,52300.01,1708081184,51791.1,1708077944,52300.0,82281,33445,48836,0,2193.83727,114251685.142205,1232.77552,64211304.2184137,961.06175,50040380.9237909,0,0,2024-02-16 10:00:00+00:00
HOUR,1708081200,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52300.0,52435.86,52176.04,52213.86,1708081200,1708084799,52299.99,52435.86,1708083658,52176.04,1708084304,52213.86,98627,33136,65491,0,2571.68653,134455325.127509,1324.55176,69253411.7265471,1247.13477,65201913.4009172,0,0,2024-02-16 11:00:00+00:00
HOUR,1708084800,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52213.86,52400.0,52103.21,52383.44,1708084800,1708088399,52211.11,52400.0,1708088283,52103.21,1708085106,52383.44,67624,30212,37412,0,1419.72726,74206827.9912904,723.74007,37834287.1552488,695.98719,36372540.8360416,0,0,2024-02-16 12:00:00+00:00
HOUR,1708088400,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52383.44,52494.0,52130.16,52464.0,1708088400,1708091999,52386.39,52494.0,1708091981,52130.16,1708090489,52464.0,98849,42651,56198,0,2066.37992,108111206.405723,1012.02201,52951687.1584151,1054.35791,55159519.2473286,0,0,2024-02-16 13:00:00+00:00
HOUR,1708092000,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52464.0,52572.08,51758.0,51920.31,1708092000,1708095599,52462.0,52572.08,1708092030,51758.0,1708095347,51920.31,137753,61287,76466,0,3725.75766,194175035.261768,1806.24088,94148734.7207776,1919.51678,100026300.541049,0,0,2024-02-16 14:00:00+00:00
HOUR,1708095600,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51920.31,51933.39,51592.88,51888.01,1708095600,1708099199,51904.01,51933.39,1708095625,51592.88,1708096423,51888.01,106663,49929,56734,0,3280.11153,169802971.611736,1541.65552,79809182.0819689,1738.45601,89993789.5299599,0,0,2024-02-16 15:00:00+00:00
HOUR,1708099200,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51888.01,52245.0,51844.42,52041.1,1708099200,1708102799,51888.0,52245.0,1708100716,51844.42,1708099364,52041.1,88343,42497,45846,0,1866.6481,97228115.4496328,1007.52873,52477648.9027181,859.11937,44750466.5469147,0,0,2024-02-16 16:00:00+00:00
HOUR,1708102800,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52041.1,52071.09,51803.75,52016.78,1708102800,1708106399,52041.11,52071.09,1708102929,51803.75,1708105195,52016.78,64638,30498,34140,0,1136.24362,59034425.5483643,597.49656,31044764.7753789,538.74706,27989660.7729854,0,0,2024-02-16 17:00:00+00:00
HOUR,1708106400,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52016.78,52037.57,51824.98,51967.33,1708106400,1708109999,52016.79,52037.57,1708109810,51824.98,1708108459,51967.33,49706,24784,24922,0,815.7568,42366668.0216004,422.72484,21954301.3724557,393.03196,20412366.6491447,0,0,2024-02-16 18:00:00+00:00
HOUR,1708110000,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51967.33,52031.97,51655.0,51756.29,1708110000,1708113599,51969.48,52031.97,1708111086,51655.0,1708113358,51756.29,48618,22019,26599,0,963.11327,49936509.1926806,442.91698,22965747.8664676,520.19629,26970761.326213,0,0,2024-02-16 19:00:00+00:00
HOUR,1708113600,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51756.29,51900.0,51681.1,51838.0,1708113600,1708117199,51756.29,51900.0,1708116529,51681.1,1708113610,51838.0,59243,28388,30855,0,1080.89863,56007935.0712441,572.8573,29680888.952638,508.04133,26327046.1186061,0,0,2024-02-16 20:00:00+00:00
HOUR,1708117200,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51838.0,52008.19,51759.1,51982.01,1708117200,1708120799,51831.1,52008.19,1708120736,51759.1,1708117563,51982.01,34700,17857,16843,0,613.53322,31842309.7538142,328.33899,17039794.9190323,285.19423,14802514.8347819,0,0,2024-02-16 21:00:00+00:00
HOUR,1708120800,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51982.01,51995.88,51891.1,51977.86,1708120800,1708124399,51982.01,51995.88,1708124076,51891.1,1708122256,51977.86,29282,14990,14292,0,413.76742,21494336.3621514,200.8547,10434121.3687486,212.91272,11060214.9934028,0,0,2024-02-16 22:00:00+00:00
HOUR,1708124400,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51977.86,52208.43,51956.28,52124.11,1708124400,1708127999,51977.87,52208.43,1708127182,51956.28,1708124635,52124.11,40765,21292,19473,0,830.64637,43280855.3398828,500.71596,26093955.9260528,329.93041,17186899.41383,0,0,2024-02-16 23:00:00+00:00
HOUR,1708128000,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52124.11,52162.82,52003.8,52003.8,1708128000,1708131599,52127.14,52162.82,1708129131,52003.8,1708131599,52003.8,38000,17266,20734,0,548.24468,28564885.4821678,247.00524,12870151.663387,301.23944,15694733.8187808,0,0,2024-02-17 00:00:00+00:00
HOUR,1708131600,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52003.8,52026.24,51846.84,51971.33,1708131600,1708135199,52003.8,52026.24,1708132058,51846.84,1708134634,51971.33,36526,15538,20988,0,525.07239,27273531.3079616,216.28336,11233701.7838849,308.78903,16039829.5240767,0,0,2024-02-17 01:00:00+00:00
HOUR,1708135200,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51971.33,52018.0,51881.33,51935.85,1708135200,1708138799,51971.34,52018.0,1708136030,51881.33,1708137614,51935.85,28420,13507,14913,0,369.06015,19171693.7132399,174.56114,9067483.9009861,194.49901,10104209.8122538,0,0,2024-02-17 02:00:00+00:00
HOUR,1708138800,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51935.85,51974.0,51897.43,51968.75,1708138800,1708142399,51935.85,51974.0,1708140067,51897.43,1708140605,51968.75,27589,13565,14024,0,306.26325,15905824.5425213,128.22562,6659317.2951954,178.03763,9246507.2473259,0,0,2024-02-17 03:00:00+00:00
HOUR,1708142400,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51968.75,52057.54,51929.86,52011.62,1708142400,1708145999,51968.75,52057.54,1708145455,51929.86,1708143039,52011.62,35211,17999,17212,0,517.13032,26883945.8937087,282.96161,14709801.0521734,234.16871,12174144.8415353,0,0,2024-02-17 04:00:00+00:00
HOUR,1708146000,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,52011.62,52013.54,51792.0,51918.98,1708146000,1708149599,52011.61,52013.54,1708146095,51792.0,1708147650,51918.98,32778,14295,18483,0,520.02071,26981754.8871513,193.42656,10036447.6733957,326.59415,16945307.2137556,0,0,2024-02-17 05:00:00+00:00
HOUR,1708149600,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51918.98,51950.0,51884.62,51925.59,1708149600,1708153199,51918.98,51950.0,1708150709,51884.62,1708152318,51925.59,32723,16610,16113,0,362.14332,18803174.413264,171.55823,8907401.3654729,190.58509,9895773.0477911,0,0,2024-02-17 06:00:00+00:00
HOUR,1708153200,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51925.59,51960.0,51905.03,51911.33,1708153200,1708156799,51925.59,51960.0,1708155108,51905.03,1708155957,51911.33,39027,20970,18057,0,414.60598,21535095.7054443,205.42905,10670095.6157091,209.17693,10865000.0897352,0,0,2024-02-17 07:00:00+00:00
HOUR,1708156800,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51911.33,51911.34,51702.37,51740.01,1708156800,1708160399,51911.34,51911.34,1708156800,51702.37,1708159801,51740.01,51396,23055,28341,0,837.7728,43393232.3145748,314.99141,16316368.4103798,522.78139,27076863.904195,0,0,2024-02-17 08:00:00+00:00
HOUR,1708160400,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51740.01,51795.76,51651.53,51676.4,1708160400,1708163999,51740.0,51795.76,1708162477,51651.53,1708161092,51676.4,45109,20667,24442,0,931.13568,48160549.5816328,405.11959,20953415.168119,526.01609,27207134.4135138,0,0,2024-02-17 09:00:00+00:00
HOUR,1708164000,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51676.4,51729.24,51500.0,51721.67,1708164000,1708167599,51676.4,51729.24,1708167552,51500.0,1708165628,51721.67,59589,25015,34574,0,1322.86272,68273771.877994,616.36798,31815859.0709195,706.49474,36457912.8070745,0,0,2024-02-17 10:00:00+00:00
HOUR,1708167600,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51721.67,51800.0,51677.23,51690.48,1708167600,1708171199,51721.67,51800.0,1708169805,51677.23,1708171140,51690.48,43321,22095,21226,0,719.36495,37211345.2531244,387.5279,20045101.8045949,331.83705,17166243.4485295,0,0,2024-02-17 11:00:00+00:00
HOUR,1708171200,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51690.48,51735.68,51558.32,51711.1,1708171200,1708174799,51690.48,51735.68,1708174188,51558.32,1708173411,51711.1,45878,20997,24881,0,657.97943,33991685.1821211,267.20563,13803085.5122812,390.7738,20188599.6698399,0,0,2024-02-17 12:00:00+00:00
HOUR,1708174800,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51711.1,51713.38,51088.1,51188.81,1708174800,1708178399,51711.1,51713.38,1708174845,51088.1,1708176857,51188.81,132176,41282,90894,0,2893.39881,148482203.502581,1286.59293,66006355.4605826,1606.80588,82475848.0420001,0,0,2024-02-17 13:00:00+00:00
HOUR,1708178400,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51188.81,51329.61,50625.0,50841.09,1708178400,1708181999,51182.7,51329.61,1708179836,50625.0,1708181385,50841.09,155723,56686,99037,0,3930.77253,200231554.242526,1899.48776,96770309.2490328,2031.28477,103461244.993445,0,0,2024-02-17 14:00:00+00:00
HOUR,1708182000,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,50841.09,51174.04,50642.85,50984.56,1708182000,1708185599,50846.78,51174.04,1708183970,50642.85,1708182625,50984.56,137711,41277,96434,0,2182.56166,111151133.124199,1159.21244,59039375.5962938,1023.34922,52111757.5278347,0,0,2024-02-17 15:00:00+00:00
HOUR,1708185600,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,50984.56,51027.15,50741.1,50951.25,1708185600,1708189199,50980.49,51027.15,1708188701,50741.1,1708186638,50951.25,79446,27853,51593,0,1351.10919,68729505.6498707,714.07573,36328405.5499378,637.03346,32401100.0999329,0,0,2024-02-17 16:00:00+00:00
HOUR,1708189200,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,50951.25,51272.72,50944.67,51215.58,1708189200,1708192799,50947.87,51272.72,1708192278,50944.67,1708189202,51215.58,100139,31213,68926,0,1415.0348,72387644.4798593,854.22985,43697304.0441497,560.80495,28690340.4357096,0,0,2024-02-17 17:00:00+00:00
HOUR,1708192800,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51215.58,51291.78,51146.0,51263.95,1708192800,1708196399,51215.57,51291.78,1708195651,51146.0,1708193386,51263.95,49116,20416,28700,0,818.98898,41954839.438924,455.97824,23356121.9075228,363.01074,18598717.5314012,0,0,2024-02-17 18:00:00+00:00
HOUR,1708196400,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51263.95,51444.0,51232.79,51394.43,1708196400,1708199999,51271.68,51444.0,1708198868,51232.79,1708196814,51394.43,52888,24925,27963,0,802.19727,41201190.9614776,441.54079,22675589.4820735,360.65648,18525601.4794041,0,0,2024-02-17 19:00:00+00:00
HOUR,1708200000,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51394.43,51561.01,51303.0,51514.0,1708200000,1708203599,51394.43,51561.01,1708203444,51303.0,1708201119,51514.0,41376,21316,20060,0,729.10855,37500398.4562168,443.36233,22808855.0905785,285.74622,14691543.3656383,0,0,2024-02-17 20:00:00+00:00
HOUR,1708203600,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51514.0,52030.18,51444.42,51803.8,1708203600,1708207199,51514.01,52030.18,1708205699,51444.42,1708203932,51803.8,83200,36961,46239,0,1915.04775,99175415.8962281,1003.17367,51948814.0779269,911.87408,47226601.8183012,0,0,2024-02-17 21:00:00+00:00
HOUR,1708207200,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51803.8,51864.67,51590.0,51710.51,1708207200,1708210799,51800.01,51864.67,1708208601,51590.0,1708209911,51710.51,49442,18582,30860,0,1048.33394,54233955.0257581,551.06433,28509927.4559895,497.26961,25724027.5697686,0,0,2024-02-17 22:00:00+00:00
HOUR,1708210800,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51710.51,51739.13,51592.05,51642.64,1708210800,1708214399,51700.01,51739.13,1708213637,51592.05,1708212314,51642.64,30989,13378,17611,0,555.79636,28710214.0466663,236.13454,12196768.9670286,319.66182,16513445.0796377,0,0,2024-02-17 23:00:00+00:00
HOUR,1708214400,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51642.64,51764.32,51544.09,51676.95,1708214400,1708217999,51642.64,51764.32,1708215731,51544.09,1708216735,51676.95,37314,17133,20181,0,743.93552,38413040.2482715,362.76911,18732287.8268613,381.16641,19680752.4214102,0,0,2024-02-18 00:00:00+00:00
HOUR,1708218000,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51676.95,51798.99,51482.12,51530.83,1708218000,1708221599,51676.95,51798.99,1708218500,51482.12,1708221519,51530.83,40953,18053,22900,0,884.45683,45690776.4814468,437.58181,22604903.0236635,446.87502,23085873.4577833,0,0,2024-02-18 01:00:00+00:00
HOUR,1708221600,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51530.83,51554.39,51163.28,51277.99,1708221600,1708225199,51530.84,51554.39,1708221649,51163.28,1708224857,51277.99,55453,22726,32727,0,1153.39167,59245732.6319319,535.97081,27529573.8821346,617.42086,31716158.7497973,0,0,2024-02-18 02:00:00+00:00
HOUR,1708225200,954,binance,BTCUSDT,BTC-USDT,BTC,USDT,1,7,,51277.99,51480.0,51256.93,51479.99,1708225200,1708228799,51275.08,51480.0,1708228799,51256.93,1708226363,51479.99,40148,20039,20109,0,560.4231,28789941.4157176,310.09932,15931833.4414884,250.32378,12858107.9742292,0,0,2024-02-18 03:00:00+00:00
