datetime,OPEN,HIGH,LOW,CLOSE,TOTAL_TRADES,TOTAL_TRADES_BUY,TOTAL_TRADES_SELL,VOLUME,VOLUME_BUY,VOLUME_SELL,return,log_return,hourly_volatility,EMA_8,EMA_13,EMA_21,EMA_signal,EMA_short,EMA_long,MACD,Signal_Line,MACD_Hist,SMA20,STD20,Upper_BB,Lower_BB,RSI_14
2024-02-23 18:00:00+00:00,51139.14,51193.69,51000.0,51103.76,43132,19867,23265,935.76244,487.46666,448.29578,-0.0006918379933646968,-0.0006920774237069356,0.0032916190251073016,51084.432613076664,51110.46521978878,51167.26921612025,-1,51103.9263566467,51199.662893025496,-95.73653637879761,-105.58962766093651,9.853091282138905,51133.3845,143.64587104458934,51420.676242089176,50846.092757910825,46.39134146265492
2024-02-23 19:00:00+00:00,51103.76,51195.18,51032.88,51099.09,43086,23332,19754,834.13729,357.87904,476.25825,-9.138270843489504e-05,-9.138688408898581e-05,0.0023918833411619186,51087.68981017074,51108.840188390386,51161.07110556386,-1,51103.182301777975,51192.21304909768,-89.03074731970264,-102.27785159268974,13.247104272987102,51123.918,139.05629362164967,51402.030587243295,50845.8054127567,45.702825865899854
2024-02-23 20:00:00+00:00,51099.09,51162.04,50961.1,51079.21,44763,24228,20535,916.76695,466.05795,450.709,-0.00038904802414285733,-0.0003891237229596888,0.0023931491551351532,51085.80540791058,51104.60730433462,51153.629186876235,-1,51099.4942553506,51183.84245286822,-84.34819751762552,-98.6919207776769,14.343723260051377,51105.086,115.19399456203926,51335.47398912408,50874.69801087592,42.83231691560278
2024-02-23 21:00:00+00:00,51079.21,51094.64,50986.12,50986.12,29753,13339,16414,415.23666,188.13626,227.1004,-0.0018224635815627943,-0.0018241262887718484,0.002445565200384904,51063.65309504156,51087.680546572534,51138.40107897839,-1,51082.05206221974,51169.196345248354,-87.14428302861779,-96.38239322786508,9.238110199247288,51088.8365,107.25021576595259,51303.3369315319,50874.336068468096,52.793304986224754
2024-02-23 22:00:00+00:00,50986.12,51025.31,50750.0,50788.01,32868,12151,20717,540.28101,222.28674,317.99427,-0.0038855672877246006,-0.003893135715750486,0.0024530103805475256,51002.39907392122,51044.87046849075,51106.54734452581,-1,51036.81482187824,51140.9603196744,-104.14549779616209,-97.93501414152449,-6.210483654637599,51073.4175,126.53981761007422,51326.497135220154,50820.33786477985,43.95879239614845
2024-02-23 23:00:00+00:00,50788.01,50916.66,50521.0,50744.15,53666,25041,28625,1303.45644,593.60375,709.85269,-0.000863589654329866,-0.0008639627626992166,0.002403575353920833,50945.010390827614,51001.9104015635,51073.6021313871,-1,50991.7894646662,51111.56696266148,-119.77749799528101,-102.3035109122758,-17.473987083005213,51055.625,146.10976038221665,51347.84452076443,50763.40547923557,40.55724467926041
2024-02-24 00:00:00+00:00,50744.15,50907.14,50694.71,50889.2,38328,19261,19067,895.68617,464.47794,431.20823,0.002858457575897866,0.0028543799546646522,0.0023211071241178213,50932.60808175481,50985.80891562586,51056.838301261,-1,50976.00647010217,51095.09533579767,-119.08886569549941,-105.66058186892053,-13.428283826578877,51039.1055,145.27072028947367,51329.64694057895,50748.56405942105,39.84363177805792
2024-02-24 01:00:00+00:00,50889.2,50891.1,50590.0,50590.01,44303,18675,25628,794.3898,332.04581,462.34399,-0.005879243533008838,-0.00589659432504734,0.0027893590952306813,50856.475174698186,50929.266213393596,51014.39936478272,-1,50916.62239777876,51057.68160722007,-141.05920944130776,-112.74030738339798,-28.31890205790978,51006.8055,169.0558374426098,51344.917174885224,50668.69382511478,30.814237255045427
2024-02-24 02:00:00+00:00,50590.01,50800.0,50585.0,50799.99,30756,16957,13799,496.12804,290.6291,205.49894,0.004150621832254897,0.00414203176267459,0.0030851278447487722,50843.92291365415,50910.7981829088,50994.90760434793,-1,50898.67895196664,51038.59334001858,-139.91438805194048,-118.17512351710648,-21.739264534833993,50981.7495,160.0360316164056,51301.82156323281,50661.67743676719,44.02691919316287
2024-02-24 03:00:00+00:00,50799.99,50857.12,50682.0,50849.97,30057,15578,14479,589.22938,315.63436,273.59502,0.0009838584613894863,0.0009833747898703436,0.0028800421607171347,50845.26671061989,50902.10844249326,50981.731458498114,-1,50891.1852670487,51024.621240757944,-133.43597370924545,-121.22729355553429,-12.208680153711157,50978.45,162.1303798279604,51302.710759655914,50654.18924034408,43.53286829698563
2024-02-24 04:00:00+00:00,50849.97,51008.57,50826.47,50953.96,30336,15211,15125,506.96508,250.17411,256.79097,0.0020450356214565257,0.0020429473826405306,0.002819717424876532,50869.420774926584,50909.51580785137,50979.20678045283,-1,50900.84291827198,51019.38707477588,-118.54415650390001,-120.69066614520744,2.146509641307432,50978.221,162.1632128411009,51302.5474256822,50653.8945743178,44.774315047688404
2024-02-24 05:00:00+00:00,50953.96,51062.0,50922.0,51047.36,30466,14428,16038,589.47885,353.90873,235.57012,0.0018330273054341095,0.0018313493610485503,0.002828770938898756,50908.9628249429,50929.207835301175,50985.40252768439,-1,50923.384007768596,51021.459143310996,-98.07513554239995,-116.16756002464595,18.092424482246003,50980.119999999995,162.76855353861654,51305.657107077226,50654.582892922765,54.46835584182189
2024-02-24 06:00:00+00:00,51047.36,51060.0,50944.19,50969.81,29515,12123,17392,604.17619,256.59386,347.58233,-0.0015191774853783313,-0.00152033260553095,0.0028532599135642337,50922.48441940003,50935.00814454386,50983.985025167625,-1,50930.526468111886,51017.63328084352,-87.10681273163209,-110.35541056604319,23.2485978344111,50970.056,156.43890882285345,51282.9338176457,50657.17818235429,47.149020682098254
2024-02-24 07:00:00+00:00,50969.81,51103.87,50938.78,51068.7,37099,19275,17824,723.74155,337.00163,386.73992,0.0019401681112800606,0.0019382884160205622,0.0029207310674191174,50954.97677064447,50954.1069810376,50991.68638651602,0,50951.78393455621,51021.416000781035,-69.6320662248254,-102.21074169779963,32.57867547297424,50962.5435,147.19181435603645,51256.92712871207,50668.15987128793,47.6089937679053
2024-02-24 08:00:00+00:00,51068.7,51118.09,50953.0,50994.92,36356,18201,18155,596.23664,318.76872,277.46792,-0.0014447205431115107,-0.001445765158074376,0.002947787370987728,50963.853043834584,50959.937412317944,50991.980351378195,0,50958.42025231679,51019.45333405652,-61.033081739726185,-93.97520970618496,32.94212796645877,50962.589,147.2021935227039,51256.993387045404,50668.184612954596,46.39941247303845
2024-02-24 09:00:00+00:00,50994.92,51119.99,50986.82,51091.1,30072,15013,15059,519.32455,291.17872,228.14583,0.001886070220327829,0.0018842938231456662,0.0029490353266658264,50992.130145204676,50978.67492484395,51000.99122852563,0,50978.83252119113,51024.760494496775,-45.92797330564645,-84.36576242607725,38.43778912043081,50964.234,148.50495704645428,51261.243914092905,50667.22408590709,49.750768904443795
2024-02-24 10:00:00+00:00,51091.1,51172.06,51074.28,51090.01,35429,17369,18060,627.5303,310.16621,317.36409,-2.1334439853415432e-05,-2.1334667435814264e-05,0.0026623247452151446,51013.881224048084,50994.579935580536,51009.083844114204,1,50995.93674870019,51029.59379120072,-33.65704250053386,-74.22401844096858,40.566975940434716,50962.434499999996,146.648043124923,51255.73058624984,50669.13841375015,50.34087896271804
2024-02-24 11:00:00+00:00,51090.01,51135.04,51034.39,51119.79,32821,15854,16967,707.23643,327.06527,380.17116,0.0005828928199465011,0.0005827230039132218,0.0026276202574215647,51037.416507592956,51012.46708764046,51019.14804010382,1,51014.99109505401,51036.27499185252,-21.283896798515343,-63.63599411247794,42.352097313962595,50972.8685,150.18523728260504,51273.2389745652,50672.49802543479,54.39463976907345
2024-02-24 12:00:00+00:00,51119.79,51126.01,51032.34,51076.55,29320,13941,15379,459.63346,224.11595,235.51751,-0.0008458563699107469,-0.0008462143082671993,0.0025571253061928696,51046.112839238966,51021.62178940611,51024.36640009438,1,51024.46169581493,51039.25832578937,-14.796629974443931,-53.86812128487114,39.071491310427206,50974.042499999996,150.93507000223568,51275.91264000447,50672.17235999552,60.56180268821942
2024-02-24 13:00:00+00:00,51076.55,51180.41,51055.0,51140.0,33873,15165,18708,586.36686,331.19174,255.17512,0.001242253049589248,0.0012414820916867922,0.00165897326513592,51066.97665274142,51038.5329623481,51034.87854554035,1,51042.236819535705,51046.72067202719,-4.483852491488506,-43.99126752619461,39.507415034706106,50974.0855,150.9846946051184,51276.05488921024,50672.116110789764,64.28494099815973
2024-02-24 14:00:00+00:00,51140.0,51161.1,51072.65,51139.3,31108,15158,15950,502.39947,248.56935,253.83012,-1.3687915525917305e-05,-1.3688009206287888e-05,0.0013184035541883167,51083.04850768777,51052.928253441234,51044.371405036676,1,51057.16961653021,51053.57840002518,3.5912165050322074,-34.47477071994925,38.065987224981455,50975.8625,152.78956677232432,51281.44163354465,50670.283366455355,60.074927489526644
2024-02-24 15:00:00+00:00,51139.3,51150.04,51099.34,51099.34,28934,12774,16160,442.04811,207.53708,234.51103,-0.0007813951305553068,-0.0007817005788579109,0.0013639825440886237,51086.668839312704,51059.55850294963,51049.36855003334,1,51063.65736783326,51056.968148171465,6.689219661791867,-26.241972643601027,32.9311923053929,50975.875,152.80018870545265,51281.475377410905,50670.274622589095,75.93409167286157
2024-02-24 16:00:00+00:00,51099.34,51215.04,51094.99,51215.04,33198,16762,16436,543.12787,278.76567,264.3622,0.002264217111219047,0.0022616576344017154,0.0013891239679232807,51115.195763909884,51081.7701453854,51064.4295909394,1,51086.94700355122,51068.677174232835,18.269829318385746,-17.339612251203675,35.60944156958942,50982.6665,160.46139743269546,51303.58929486539,50661.743705134606,73.37809370388322
2024-02-24 17:00:00+00:00,51215.04,51698.0,51215.03,51533.99,81550,37717,43833,2114.43892,1192.39418,922.04474,0.006227662811548962,0.006208351056096777,0.0021593101640485263,51208.26114970769,51146.37298175892,51107.116900853995,1,51155.72284915872,51103.14479095633,52.57805820239446,-3.3560781604840484,55.934136362878505,51010.06,202.37366941794733,51414.80733883589,50605.312661164106,79.56875832137356
2024-02-24 18:00:00+00:00,51533.99,51694.16,51407.07,51434.96,47467,19488,27979,1331.65362,669.22457,662.42905,-0.0019216443360974278,-0.0019234930633518178,0.00220120893117825,51258.638671994864,51187.599698650505,51136.92081895818,1,51198.68241082661,51127.723695329936,70.95871549667208,11.506880570947178,59.45183492572491,51042.407499999994,216.24225349982876,51474.89200699965,50609.922993000335,70.88217417730317
2024-02-24 19:00:00+00:00,51434.96,51638.92,51434.96,51557.07,38437,14598,23839,645.16611,319.03527,326.13084,0.0023740661993321144,0.0023712525564757447,0.0022257918096777437,51324.95674488489,51240.38117027187,51175.116199052885,1,51253.81896300713,51159.527125305496,94.29183770163218,28.06387199708418,66.227965704548,51083.0535,232.9819891451956,51549.01747829039,50617.08952170961,71.590379613863
2024-02-24 20:00:00+00:00,51557.07,51585.94,51437.84,51511.54,29068,12067,17001,608.69189,239.13071,369.56118,-0.0008830990589651089,-0.000883489220656942,0.0021798295721927106,51366.41969046603,51279.118145947315,51205.70018095717,1,51293.46835331372,51185.602153060645,107.86620025307639,44.024337648282625,63.84186260479376,51114.17049999999,246.87389551997867,51607.91829103995,50620.42270896004,73.58649935997383
2024-02-24 21:00:00+00:00,51511.54,51638.9,51468.24,51562.32,35986,14729,21257,655.49261,381.28168,274.21093,0.000985798522039838,0.0009853129417734805,0.002156010694301271,51409.95309258469,51319.57555366913,51238.120164506516,1,51334.83014511161,51213.50717875986,121.3229663517559,59.48406338897728,61.83890296277861,51162.786,233.60020877784046,51629.98641755568,50695.58558244432,72.43156287490486
2024-02-24 22:00:00+00:00,51562.32,51666.0,51556.6,51556.61,27353,10288,17065,511.93592,240.06511,271.87081,-0.0001107397805218957,-0.00011074591262410667,0.0021591366244587905,51442.54351645476,51353.43761743068,51267.07378591501,1,51368.95012278675,51238.922202555426,130.02792023132497,73.59283475744682,56.435085473878146,51200.617,233.0196295571353,51666.65625911427,50734.577740885725,77.20812625337899
2024-02-24 23:00:00+00:00,51556.61,51651.1,51497.57,51568.22,33183,12053,21130,509.34328,283.2005,226.14278,0.0002251893598124166,0.00022516400849435688,0.002164267697074743,51470.47162390926,51384.12081494059,51294.45071446819,1,51399.607026973405,51263.31463199577,136.29239497763774,86.13274680148501,50.15964817615273,51236.5295,231.47687178942394,51699.48324357884,50773.57575642115,75.17411675319777
2024-02-25 00:00:00+00:00,51568.22,51581.1,51442.31,51486.86,28753,12157,16596,490.41291,230.51591,259.897,-0.0015777158878084174,-0.0015789617921475583,0.0022222538306796435,51474.11348526276,51398.79784137765,51311.942467698354,1,51413.03056128519,51279.87354814423,133.15701314096077,95.53760006938018,37.619413071580595,51263.1745,227.8815502214069,51718.93760044281,50807.41139955719,69.30373281707543
2024-02-25 01:00:00+00:00,51486.86,51687.8,51438.88,51684.01,34550,16404,18146,758.60335,461.30085,297.3025,0.0038291323261896437,0.003821819859993327,0.0024011632737373522,51520.75715520437,51439.54243546656,51345.76678881668,1,51454.71970570285,51309.80958161502,144.9101240878299,105.41210487307012,39.49801921475978,51295.007,240.27730429431494,51775.56160858863,50814.45239141137,73.60200120473871
2024-02-25 02:00:00+00:00,51684.01,51898.72,51550.01,51602.05,63992,28307,35685,1537.29766,819.33532,717.96234,-0.0015857902666608359,-0.001587048962907256,0.002495670085314239,51538.822231825616,51462.757801828484,51369.06526256062,1,51477.38590482549,51331.45702001391,145.9288848115757,113.51546086077124,32.41342395080446,51326.619,236.8062077311215,51800.23141546224,50853.006584537754,71.29254457050243
2024-02-25 03:00:00+00:00,51602.05,51628.42,51456.98,51624.99,34433,16382,18051,815.40513,434.44099,380.96414,0.00044455598178738676,0.0004444571960530237,0.0024518194658404145,51557.97062475326,51485.9338301387,51392.33114778238,1,51500.09422716003,51353.20020371659,146.89402344344126,120.19117337730525,26.70285006613601,51354.4335,237.58616556114362,51829.60583112229,50879.26116887771,70.31814259021856
2024-02-25 04:00:00+00:00,51624.99,51626.84,51509.0,51617.56,27943,13311,14632,489.30627,242.66321,246.64306,-0.00014392254603823318,-0.0001439329038816923,0.0024244768245454506,51571.21270814142,51504.73756869032,51412.806497983984,1,51518.16588452002,51372.78241084869,145.38347367133247,125.2296334361107,20.153840235221764,51385.565500000004,228.62266143316478,51842.81082286633,50928.320177133675,69.92384729466241
2024-02-25 05:00:00+00:00,51617.56,51726.23,51594.0,51669.32,29047,14321,14726,539.24031,296.17255,243.06776,0.0010027595260218014,0.0010022570985362006,0.0016909762285932702,51593.01432855444,51528.249344591706,51436.12590725817,1,51541.42036382463,51394.74815819323,146.6722056314029,129.51814787516915,17.154057756233755,51414.476500000004,225.97017412119268,51866.41684824239,50962.53615175762,73.51363838880566
2024-02-25 06:00:00+00:00,51669.32,51800.03,51630.31,51756.88,33187,16063,17124,814.56168,373.63457,440.92711,0.0016946226503464779,0.0016931883974992356,0.0015940898148814572,51629.42892220901,51560.910866792896,51465.2853702347,1,51574.56800015931,51421.57273906781,152.99526109149883,134.2135705184351,18.78169057306374,51447.82,224.77049576938387,51897.360991538764,50998.279008461235,72.88407608879282
2024-02-25 07:00:00+00:00,51756.88,51774.21,51681.46,51719.28,30918,13357,17561,464.24459,225.46646,238.77813,-0.0007264734659430117,-0.0007267374756631527,0.0015158269758629567,51649.39582838478,51583.53502867963,51488.37579112245,1,51596.831384750185,51443.625128766485,153.20625598369952,138.01210761148798,15.194148372211544,51477.7945,218.61178969686745,51915.01807939374,51040.57092060627,60.26503274129406
2024-02-25 08:00:00+00:00,51719.28,51777.64,51582.81,51606.36,29505,13181,16324,549.61285,255.33422,294.27863,-0.002183325057889429,-0.0021857119869712134,0.0016460631249588767,51639.83231096594,51586.795738868255,51499.10162829314,1,51598.29732555785,51455.679563672675,142.6177618851725,138.9332384662249,3.684523418947606,51504.285,198.61735023855198,51901.51970047711,51107.050299522896,59.351607341612095
2024-02-25 09:00:00+00:00,51606.36,51650.0,51531.73,51639.51,30408,15513,14895,534.85316,243.89736,290.9558,0.0006423626855294184,0.0006421564589296606,0.0016332313454956746,51639.76068630684,51594.32634760137,51511.866025721036,1,51604.63773701049,51469.29663303025,135.34110398023768,138.21481156902746,-2.8737075887897845,51529.260500000004,181.02557421752294,51891.31164843505,51167.20935156496,54.981509680226424
2024-02-25 10:00:00+00:00,51639.51,51679.99,51556.67,51576.01,28889,14616,14273,482.76694,241.4274,241.33954,-0.0012296785929998277,-0.0012304352680959209,0.0016792618389446599,51625.59386712754,51591.70972651546,51517.69729611003,1,51600.233469778104,51477.20132687986,123.03214289824245,135.17827783487047,-12.146134936628016,51551.096000000005,156.14019592389616,51863.3763918478,51238.81560815221,53.81285263120552
2024-02-25 11:00:00+00:00,51576.01,51700.01,51553.29,51645.0,30676,15081,15595,430.95874,231.40927,199.54947,0.001337637401574776,0.0013367435616660707,0.0017210443797919573,51629.9063410992,51599.32262272754,51529.270269190936,1,51607.120628273784,51489.630858222095,117.48977005168854,131.64057627823408,-14.15080622654554,51578.379,115.40835753278942,51809.19571506558,51347.56228493442,54.786716687508736
2024-02-25 12:00:00+00:00,51645.0,51668.02,51585.36,51656.46,29196,15398,13798,419.69797,215.84368,203.85429,0.00022189950624462718,0.00022187489019065084,0.0016354300423950987,51635.80715418827,51607.48510519503,51540.83297199176,1,51614.71130084705,51501.988572427865,112.72272841918311,127.85700670642389,-15.134278287240775,51600.45,78.6067907873755,51757.66358157475,51443.236418425244,55.7425321202222
2024-02-25 13:00:00+00:00,51656.46,51693.59,51554.53,51612.92,31625,15274,16351,580.57793,287.18299,293.39494,-0.0008428761862504519,-0.0008432316061137863,0.0012144099859607161,51630.72111992421,51608.2615187386,51547.38633817433,1,51614.43571610135,51510.205715210985,104.23000089036213,123.13160554321155,-18.901604652849414,51604.3965,77.06067180950598,51758.51784361902,51450.27515638099,52.47969644521355
2024-02-25 14:00:00+00:00,51612.92,51780.0,51600.0,51741.22,53488,21466,32022,974.65689,549.18371,425.47318,0.0024858116921111506,0.0024827271728586906,0.0013291905177849133,51655.27642660772,51627.25558749023,51565.00758015848,1,51633.94099054729,51527.31788445461,106.62310609268025,119.8299056531053,-13.206799560425054,51619.709500000004,71.8737119408328,51763.45692388167,51475.96207611834,63.41193343597758
2024-02-25 15:00:00+00:00,51741.22,51759.73,51436.67,51524.02,53527,23346,30181,1040.13411,498.37362,541.76049,-0.004197813658046834,-0.00420664921314584,0.0018378332475953334,51626.108331806005,51612.5076464202,51561.28143650771,1,51617.03006892463,51527.07359671724,89.95647220739193,113.85521896396263,-23.898746756570702,51618.057,73.74527182699917,51765.547543654,51470.566456346,41.738699383461615
2024-02-25 16:00:00+00:00,51524.02,51626.0,51279.8,51378.48,67209,25481,41728,1697.12356,796.34507,900.77849,-0.0028247019545445395,-0.0028286989537726734,0.0019919599904717343,51571.07981362689,51579.07512550303,51544.66312409791,0,51580.33005832084,51516.06666362707,64.26339469377126,103.93685410992435,-39.673459416153094,51611.404,88.40545252293555,51788.214905045876,51434.59309495413,39.166965471125735
2024-02-25 17:00:00+00:00,51378.48,51578.44,51355.51,51559.97,31868,16812,15056,602.51743,302.10847,300.40896,0.0035324127922817805,0.0035261884758109557,0.002267033310000432,51568.61096615425,51576.345821859744,51546.05465827083,0,51577.1977416561,51519.31876261766,57.878979038439866,94.72527909562746,-36.84630005718759,51611.2865,88.47565762606088,51788.23781525213,51434.33518474788,47.26907697994031
2024-02-25 18:00:00+00:00,51559.97,51579.99,51498.83,51579.98,25221,12205,13016,449.16565,233.62564,215.54001,0.00038809176964216263,0.00038801648150983714,0.002199490082106969,51571.13741811997,51576.8649901655,51549.138780246205,0,51577.625781401315,51523.81218760894,53.81359379237256,86.54294203497648,-32.72934824260392,51612.455,87.86777365658007,51788.19054731316,51436.71945268684,48.438097454739136
